id,eng,afr,zul,xho,ssw,nbl,tsn,nso,sot,ven,tso,eng_pos_or_descriptor,eng_pos_or_descriptor_info,afr_pos_or_descriptor,afr_pos_or_descriptor_info,zul_pos_or_descriptor,zul_pos_or_descriptor_info,xho_pos_or_descriptor,xho_pos_or_descriptor_info,ssw_pos_or_descriptor,ssw_pos_or_descriptor_info,nbl_pos_or_descriptor,nbl_pos_or_descriptor_info,tsn_pos_or_descriptor,tsn_pos_or_descriptor_info,nso_pos_or_descriptor,nso_pos_or_descriptor_info,sot_pos_or_descriptor,sot_pos_or_descriptor_info,ven_pos_or_descriptor,ven_pos_or_descriptor_info,tso_pos_or_descriptor,tso_pos_or_descriptor_info
dsac_multilingual_hiv_and_aids_terminology_10,adolescent,adolessent,isithonjana / ibhungu / itshitshi / iqhumamponjwana,umntwana ofikisayo / ixhamxhamana,umtfombi,ilija / itlawana,monana,motšwamahlalagading,mohlankana / moroetsana / motjha,vhuṱhannga / khomba,vakondlo-a-ndzi-dyi / mukondlo-a-ndzi-dyi / muntshwa,,,,,,,,,,,,male / female,,,,,,monna / mosadi,m / f,,,
dsac_multilingual_hiv_and_aids_terminology_11,advanced HIV disease / end-stage HIV disease / full-blown Aids,eindstadium-MIV / gevorderde vigs / gevorderde MIV,isigaba esiphezulu segciwane lesandulelangculazi / isigaba sokugcina segciwane lesandulelangculazi,inqanaba eliphezulu lentsholongwane kagawulayo / inqanaba lokugqibela lentsholongwane kagawulayo,lizinga lelendlulele lesifo sesandvulelangculazi / simo lesendlulele se-HIV,ukuthuwelela kwengogwana yentumbantonga,topegelo ya bolwetse jwa HIV / topegelo ya lebolelamading,phamokate yeo e tseneletšego / bolwetšiphetelela bja HIV / HIV yeo e tseneletšego,boemo bo mpefetseng ba HIV / boemo bo totileng ba HIV,vhundongondela / ndongondela,Aids-xidzi / Ximpasaxidzi,Obsolescent,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_hiv_and_aids_terminology_12,adverse reaction,teenreaksie / nadelige reaksie,ukwaliwa umuthi / ukunqatshwa ngumuthi,ukwaliwa liyeza,kwaliwa ngumutsi / kuphatfwa kabi ngumutsi,ukwaliwa sihlahla / ukwaliwa mtjhoga,tsibogo e e sa siamang / tsibogo e e sa lebanang,ditlamorago tša kalafo / ditlamoragompe tša kalafi,ho kudiswa ke moriana / ho hanwa ke lenaka / ho hanwa ke moriana,nyanyulommbi,xitandzhaku xo biha,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_hiv_and_aids_terminology_13,affected,aangetas / geaffekteer,-thintekile / -hlaselwe / -phethwe,ukuchaphazeleka,tsintseka / tsintsekile,ukuthinteka,amegile,angwa,-ameha,kwamea,khumbeka,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_hiv_and_aids_terminology_14,Aids / AIDS / acquired immune deficiency syndrome,vigs / VIGS / verworwe immuniteits= gebreksindroom,ingculazi / i-eyidzi,ugawulayo / i-AIDS,ingculazi / i-Aids,intumbantonga / i-Aids,phate / segopalwetse-tlhaelotshouto,bolwetši bja AIDS / phamokate / sephamola,AIDS / phamokate / Tshwaetso e Hlaselang Tshireletso,Eidzi / Aids / ndongondela,Xipalansawuto,Acronym / see also advanced HIV disease / Acronym / Full form,,Acronym / Acronym,,,,,,,,,,,,,,Acronym,,,,,
dsac_multilingual_hiv_and_aids_terminology_15,Aids-defining illness,vigsaanduider / vigsaanduidende siekte,isifo esiyinkomba yengculazi / isifo esiyinkomba ye-eyidzi,isigulo esinxulumene nogawulayo / isigulo esinxulumene ne-AIDS / isifo se-AIDS,sifo lesiyinkhombangculazi,ikomba yentumbantonga,bolwetsetshupo jwa Aids / bolwetsetshupo jwa phate,bolwetšhupa-AIDS / bolwetšhupa-phamokate yeo e tseneletšego / bolwetšhupa-sephamola seo se tseneletšego,lefu le pakang AIDS,vhulwadze-vhuṱalulaeidzi / vhulwadzetsumbaeidzi,nkombeto wa xipalansawuto,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_hiv_and_aids_terminology_16,Aids education,vigsvoorligting,ukufundisa ngengculazi / ukufundisa nge-eyidzi,imfundiso ngogawulayo / imfundiso nge-AIDS,sifundvo ngengculazi / imfundvo ngengculazi / imfundziso ngengculazi,isifundo ngentumbantonga / isifundo nge-Aids,thuto ka ga Aids / thutaphate,thuto ya bolwetši bja AIDS / thuto ya bolwetši bja phamokate / thuto ya bolwetši bja sephamola,thuto ka AIDS / thuto ka phamokate / thuto ka Tshwaetso e Hlaselang Tshireletso,pfunzo nga AIDS / pfunzo ya eidzi,dyondzo ya xipalansawuto,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_hiv_and_aids_terminology_17,anal sex / anal intercourse / rectal intercourse,anale seks / rektale seks,ukubhebhana endunu / ukubhebhana engquza / ukubhebhana emdidi,ukwabelana ngesondo esibunu / ukwabelana ngesondo endutsu / ukulalana esibunu / ukulalana endutsu / ukwabelana ngesondo ngomngxuma welindle / ukulalana ngomngxuma welindle,kulalana ngemuva,ilalanontusa / amatanyula,matanyola,matanyola / thobalano ya ka mogweteng / thobalano ya ka maragong / thobalano ya ka mafuri,maotwana / matanyola,matanyula,ku nghenisa xirho xa xinuna eka xiheta-mavele / ku nghenisa xirho xa xinuna eka mpfila / ku endla swa masangu eka mpfila / ku nghenisa xirho xa xinuna eka nyopfi,,,,,,,,,,,,,,,Vulgar / Vulgar / Vulgar,,Vulgar,,Vulgar,,Vulgar / Vulgar,
dsac_multilingual_hiv_and_aids_terminology_18,antenatal,voorgeboortelik / voorgeboorte / antenataal,ukukhulelwa / ukuzithwala,phambi kokubeleka,ekukhulelweni / ekutetfwaleni,-sebantwini / -sidisi,boimana,ya pele ga pelego,boimana / bokgatjhane,vhuimana / vhukole,vuyimani,,,selde gebruik,,,,,,,,,,,,,,,,,,,
dsac_multilingual_hiv_and_aids_terminology_19,antenatal care / ANC,voorgeboortelike sorg / voorgeboortesorg,ukunakekelwa kwabakhulelwe / ukunakekelwa kwabazithwele,ukhathalelo lwabakhulelweyo / unonophelo lwabakhulelweyo / unakekelo lwabakhulelweyo,lunakekelo ekukhulelweni / lunakekelo ekutetfwaleni,itlhogomelo lokuba sebantwini / itlhogomelo lokuba sidisi,tlhokomeloboimana,tlhokomelo ya boimana,tlhokomelo ya boimana / tlhokomelo ya bokgatjhane,tshikalo tsha vhuimana / tshikalo tsha vhukole,nhlayiso wa vuyimani,Acronym,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_hiv_and_aids_terminology_20,antenatal survey,voorgeboortelike opname / voorgeboorte-opname,ucwaningo ngabakhulelwe / ucwaningo ngabazithwele,uphando ngabakhulelweyo / uphando ngabamithiyo / uphando ngabanzima / uphando ngabazithweleyo,luphandvo ngalabatetfwele / luphandvo ngalabakhulelwe,iphenyo lokuba sebantwini,tlhotlhomiso ya boimana / patlisiso ya boimana,nyakišišo ya pele ga boimana,dipatlisiso tsa boimana / dipatlisiso tsa bokgatjhane,ṱhoḓisiso kha vhuimana / ṱhoḓisiso kha vhukole,mbalango wa vuyimani,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_hiv_and_aids_terminology_21,antibiotic,antibiotikum,isibulalimagciwane / umuthi wokwelapha obulala amagciwane / i-antibhayothikhi,isibulala-ntsholongwane / isibulali-ntsholongwane / iantibhayothikhi,sibulalimagciwane / sincandzakufa / i-anthibhayothiki,isibulalamulwana,selwantshamegare / twantshamegare,selwantšhatwatši,selwantshamahloko / anthibayothiki,tshivhulahazwitzhili,xilwisaswitsongwatsongwana / nsivelaswitsongwatsongwana,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_hiv_and_aids_terminology_22,antibody,teenliggaam,amasosha omzimba / isivikelimzimba,ijoni lomzimba / isithinteli-ntsholongwane,emasotja emtimba / sibulalimagciwane,isivikela-malwelwe / ijoni lomzimba,lesole la mmele,selwantšhatwatši sa mmele / selwantšhatwatši,lesole la mmele / anthibodi,maswole a muvhili,xidlayaswitsongwatsongwana,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_hiv_and_aids_terminology_23,antigen,antigeen,igciwane i-antijeni / isitha somzimba i-antijeni,iantijeni / isithwala-sifo,i-anthijeni / lutfo emasotja emtimba lalwa nalo / sichamuki engatini yemuntfu / sihambi engatini yemuntfu,inaba / i-anthijeni,selabe / anthijene,seilwakemmele / seganwakemmele,sera sa mmele / anthijene,swina ḽa muvhili / anthidzheni,antijeni,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_hiv_and_aids_terminology_24,antigen test,antigeentoets,uhlobo lokuhlola isandulelangculazi,uvavanyo lweantijeni / uvavanyo lwesithwala-sifo,luhlolo lwetichamuki engatini / luhlolo lwe-anthijeni,ihlolongazi le-anthijeni,tlhatlhobo ya anthijine / tlhatlhobeloselabe,teko ya seilwakemmele / teko ya seganwakemmele,teko ya anthijene / teko ya sera sa mmele,ndingaanthidzheni / ndingaswina ya muvhili,nkambelo wa antijeni,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_hiv_and_aids_terminology_25,antiretroviral medication / ARM / antiretroviral drug,antiretrovirale middel / antiretrovirale medikasie / ARM / teenretrovirale middel,isidambisi sesandulelangculazi / ikhambi lokudambisa isandulelangculazi / ama-ARV,ichiza lokuthomalalisa intsholongwane kagawulayo / iyeza lokuthomalalisa intsholongwane kagawulayo / ichiza lokuthibaza intsholongwane kagawulayo / iyeza lokuthibaza intsholongwane kagawulayo,sidzambisingculazi,isigogobalisi sentumbantonga,melemo ya thibeloketegelo / melemo ya thibelotopelego / melemo ya thibelokanamo / seritibatsa-thibeloketegelo / seritibatsatopegelo / seritibatsakanamo,dihlare tša AIDS / dihlare tša phamokate / dihlare tša sephamola,meriana ya ARV,mushonga wa anthirithrovairaḽa / mushonga wa anthiritrovairaḽa / mushongamulwanavairasi,murhi wo dzidzihata XIMPASA,see also HAART / Abbreviation,,Abbreviation,,,,,,,,,,,,,,,,,,,
dsac_multilingual_hiv_and_aids_terminology_26,antiretroviral therapy / ART,antiretrovirale behandeling / antiretrovirale terapie / teenretrovirale terapie,ukwelashwa ngemishanguzo yokudambisa ingculazi / ukwelashwa ngama-ARV,unyango ngezithomalalisi zentsholongwane kagawulayo / unyango ngezithibazi zentsholongwane kagawulayo,kwelashwa ngesidzambisingculazi,ukwelatjhelwa intumbantonga,kalafi ya thibeloketegelo / ART,kalafi ka dihlare tša AIDS / kalafi ka dihlare tša phamokate / kalafi ka dihlare tša sephamola,kalafo ka ARV,dzilafho ḽa mushonga wa anthirithrovairaḽa,vutshunguri byo dzidzihata XIMPASA,Full form / Abbreviation,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_hiv_and_aids_terminology_27,antiviral drug / antiviral,antivirale middel / virusteenmiddel / viruswerende middel,isidambisi sesandulelangculazi,ichiza elilwa intsholongwane / iyeza elilwa intsholongwane,sigogobalisimavayirasi / sidzambisimagciwane,isiriyadisi sombulalasihlangu / isigogobalisi sombulalasihlangu,seritibatsamogare,sehlare sa go okobatša kokwanatlhoko,moriana o lwantshang dikokwanahloko / moriana o lwantshang vaerase,mushongamulwanavairasi,xihwuhwati xa xitsongwatsongwana / xipalansawuto / xidzidziharisi xo huhwata XIMPASA,see also antiretroviral medication,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_hiv_and_aids_terminology_28,anus,anus,indunu / ingquza / umdidi,isibunu / indutsu / umngxuma welindle,umdzidzi / incedzamabele / indunu,ituba / intusa,sebono / motete / phinya,mogwete / motete,sebono,tshivhunu,mpfila / nyopfi / xihetamavele,,,,,,,,,Vulgar,,Vulgar,,Vulgar / Vulgar,,Vulgar / Vulgar,,,,Vulgar,,Vulgar / Vulgar,
dsac_multilingual_hiv_and_aids_terminology_29,anxiety,angstigheid,ixhala,inkxalabo / ixhala,kukhungatseka / kutfomeka / kumelwa yingcondvo,ihlalelovalweni / ihlalomaquphe,tlhorego / tlhobaelo,tlalelano / tlhobaelo,ngongoreho / letswalo,u ḽa mbilu / u swa mbilu,nchavo,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_hiv_and_aids_terminology_30,armpit,armholte / oksel,ikhwapha,ikhwapha,likhwapha,ikhwapha,legwafa,lehwafa,lehwafi,bwapwa / gwakwa / gopwa,khehele / khwapa,see also swollen gland,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_hiv_and_aids_terminology_31,artificial insemination,kunsmatige bevrugting / kunsmatige inseminasie,ukukhulelisa ngendlela engemvelo / ukukhulelisa ngesayensi,umitho olwenziwa ngobunzululwazi,kutalisa kwekwentiwa / kumitsisa ngekwesayensi,ukudisisa ngokwesayensi,kimiso ya maitirelo,kimišo ya maitirelo / go imiša ga maitirelo / kemerišo ya maitirelo,kemariso ya maiketsetso,u kolisa hu si na u lalana / u kolisa hu si na u nyovhana / u kolisa hu si na vhudzekani / u vhufhisa muvhilini hu si na u lalana / u vhifhisa muvhilini hu si na u nyovhana / u vhifhisa muvhilini hu si na vhudzekani / vhudzhenisavhunna kha tsha tshisadzi hu si na u lalana / vhudzhenisavhunna kha tsha tshisadzi hu si na u nyovhana / vhudzhenisavhunna kha tsha tshisadzi hu si na vhudzekani,nyimbisonkamasangu,,,,,,,,,,,,,,,,,,,Vulgar / Vulgar / Vulgar,,,
dsac_multilingual_hiv_and_aids_terminology_32,asymptomatic,asimptomaties / simptoomloos,ukungakhombisi zimpawu zesifo,ukungabinazimpawu zasifo / ukungabonakalisi zimpawu zasifo,-ngakhombisi timphawu,-tlhogamatshwayo,tlhokamatshwao,ya go hloka seka sa bolwetši,ho se be le matshwao a tshwaetso,tshayatsumbadwadze,nkankombetavuvabyi,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_hiv_and_aids_terminology_33,AZT / ZDV / zidovudine / Retrovir,AZT / sidovudien,isidambisi sesandulelangculazi / i-AZT,i-AZT / ichiza lokuthomalalisa intsholongwane kagawulayo / ichiza lokuthibaza intsholongwane kagawulayo,i-AZT / sidzambisingculazi / sigogobalisi,i-AZT,AZT,AZT / diokobatši tša pele tša go fiwa balwetši ba AIDS,AZT,AZT,AZT,Abbreviation / trade name / Abbreviation / trade name,,Abbreviation / handelsnaam,,,,,,,,,,,,,,Acronym,,,,,
dsac_multilingual_hiv_and_aids_terminology_34,baby / infant,baba / suigeling,usana / umntwana / ingane,usana / imveku / umntwana,luswane / umntfwana,isana,lesea,lesea,lesea,lushie / lutshetshe / lukhanḓwa,n’wana / ricece,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_hiv_and_aids_terminology_35,baby feeding / infant feeding,babavoeding,ukuncelisa,ukuncancisa,kufuna,ukufunza isana / ukumunyisa isana,phepo ya lesea,phepo ya lesea,phepo ya lesea,u mamisa,ku mamisa n’wana / ku an’wisa n’wana,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_hiv_and_aids_terminology_36,baby milk powder / infant milk powder / powdered baby milk / powdered infant milk / infant formula / baby formula / formula,babamelkpoeier / babamelk / babaformule / formulemelk,ubisi oluyimpuphu lomntwana / ubisi oluyimpuphu lwengane,ubisi olungumgubo lokondla iintsana / ubisi olungumgubo lokondla iimveku / ubisi olungumgubo lokondla abantwana,imphuphu yelubisi lwetinswane / imphuphu yelubisi lwebantfwana,ibisi lepuphu lesana,mašwi a lerole a lesea,maswi a lerole a lesea,lebese la phofo la masea,mafhiluvhanda a vhana / mafhiluvhanda a ṅwana,masi ya mapa ya n’wana,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_hiv_and_aids_terminology_37,baby milk powder feeding / formula feeding,formulevoeding,ukuncelisa umntwana ubisi oluyimpuphu / ukuncelisa ingane ubisi oluyimpuphu,ukondla usana ngobisi olungumgubo / ukondla imveku ngobisi olungumgubo / ukondla umntwana ngobisi olungumgubo,kufuna luswane ngemphuphu yelubisi / kumunyisa luswane ngemphuphu yelubisi,ukumunyisa isana ibisi lepuphu,phepo ya lesea ka mašwi a lerole,phepo ya lesea ka maswi a lerole,phepo ka lebese la phofo la masea,u mamisa boḓelo / u mamisa,ku an’wisa n’wana hi masi ya mapa,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_hiv_and_aids_terminology_38,backstreet abortion,agterstraataborsie,ukuhushulwa kwesisu ngokungemthetho,ukukhupha isisu okungekho mthethweni / ukukhupha isisu okungakhuselekanga / ukuqhomfa okungekho mthethweni / ukuqhomfa okungakhuselekanga,kukhishwa kwesisu enkhwace / kuhushulwa kwesisu enkhwace,ukurhululwa kombungu okungasisemthethweni,khutlisompa-tlhokasemolao / ntshompatlhokasemolao / temololotlhokasemolao,ntšho ya mpa ntle le molao,ho ntsha mpa ntle le thuso ya dingaka,vhubvisa thumbu vhu songo tsireledzeaho / vhuṅula thumbu vhu songo tsireledzeaho / vhuthutha thumbu vhu songo tsireledzeaho / vhuwisa thumbu vhu songo tsireledzeaho / vhuṅula thumbu matalani,ku xixa swi nga ri nawini / ku humesa khwiri swi nga ri nawini,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_hiv_and_aids_terminology_39,bacteria,bakterieë,amagciwane,iintsholongwane / iibhakthiriya,emagciwane / emabhakhtheriya,umulwana / ibhaktheriya,megare,dikokwana,dikokwanahloko / dibaktheria,bakitheria / tshitzhili tsha bakitheria,xitsongwatsongwana,Plural / see bacterium,,Plural / kyk bakterium,,,,,,,,,,,,,,,,,,,
dsac_multilingual_hiv_and_aids_terminology_40,bacterial infection,bakteriële infeksie / bakteriese infeksie,ukuhlaselwa amagciwane,usuleleko ziintsholongwane / usuleleko ziibhakthiriya,kuhlaselwa ngemagciwane / kungenwa ngemagciwane / kuhlaselwa ngemabhakhtheriya / kungenwa ngemabhakhtheriya,ithelelwano yomulwana / ithelelwano yebhaktheriya,tshwaetso ka mogare,phetetšo ka dipaktheria,tshwaetso ya dibaktheria / tshwaetso ya dikokwanahloko,vhulwadzevhuvhangwangabakitheria,nghenelo hi xitsongwatsongwana,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_hiv_and_aids_terminology_41,bacterium,bakterie,igciwane,intsholongwane / ibhakthiriyam,ligciwane / libhakhtheriya,umulwana / ibhaktheriya,mogare,paktheriamo,kokwanahloko / baktheria,bakitheriamu,xitsongwatsongwana,often used in the plural,,dikwels in die meervoud gebruik,,,,,,,,,,,,,,,,,,,
dsac_multilingual_hiv_and_aids_terminology_42,barrier method,skansmetode,indlela yokuvimbela,indlela yokuthintela,indlela yekuvimbela / indlela yekuvikela,indlela yokukhandela / indlela yokuvimbela,mokgwathibelo,mokgwathibelo ka lepheko,sekantshi / mokgwa wa thibelo,nḓila ya u thivhela / maitele a u thivhela,ndlela yo sivela,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_hiv_and_aids_terminology_43,bedridden,bedlêend / bedgekluister,ukuba ubhaca / kwembulwa kwembeswa / kubonwa ngokusa,ukulala ngendlu / ukulala ngandletyananye,-bona ngekusa / -kwembulwa kwembeswa,-sipharela,kgophalala,mohlwamalaong,ho kula o sa phahame diphateng / ho setswe ka ntlo,u rwelwa thovhoni,muvabyi-matshama-a-etlele,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_hiv_and_aids_terminology_44,behaviour change,gedragsverandering,ukuguquka kokuziphatha / ukushintsha kokuziphatha,ukutshintsha kokuziphatha / ukutshintsha kwesimo sokuziphatha / ukutshintsha kwendlela yokuziphatha / ukuguquka kwemo yokuziphatha,kugucuka kwendlelakutiphatsa / kuntjintja kwendlelakutiphatsa,itjhuguluko lokuziphatha,phetogomaitsholo,phetogo ya maitshwaro,phetoho boitshwarong,tshanduko ya kutshilele / tshanduko ya matshilele,ncinco wa mahanyelo,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_hiv_and_aids_terminology_45,bereavement,verlies,ukushonelwa / ukuba semanzini,ukubhujelwa / ukuswelekelwa,kushonelwa / kuba semantini,ukufelwa / ukuhlupheka,khutsafalo ya loso / bohutsana / tlhokafalelwa,hlokofalelwa / hlokagalelwa,bofifi,u lila,ku feriwa / ku loveriwa,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_hiv_and_aids_terminology_46,bestiality,bestialiteit,ukubhebhana nesilwane,ukulala isilwanyana,kulala silwane / kubhebha silwane,ukujarha isilwana / ukugoda isilwana / ukulalana nesilwana,thobalophologolo,thobalano ya motho le phoofolo,motabo le diphoofolo,vhudzekani na tshipuka / u lala na tshipuka / u nyovha tshipuka,nkundzano na xiharhi,,,,,,,,,,,,,,,,,,,Vulgar,,Vulgar,
dsac_multilingual_hiv_and_aids_terminology_47,birth / labour,geboorte / kraam,ukubeletha / ukuteta,ukubeleka / ukuzala / ukukhululeka,kubeleka / kutala,ukubeletha / ukubhebhula,leralelo / tsalo,pelego,ho beleha / ho kena tlung,u beba,ku tswala / ku veleka,,,,,,,,,,,Euphemism,,,,,,,,,,,
dsac_multilingual_hiv_and_aids_terminology_48,bisexual,biseksueel,uncukumbili,italasi / umntu otsalwa zizini zozibini,incukumbili,untendembili / itserigaduna,bogabedi / terasi,bongpedi,motho ya ratana le banna le basadi / tarasi,tshitamambeumbili / mutamambeumbili,xitavana / rimbewumbirhi,noun,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_hiv_and_aids_terminology_49,bisexual,biseksueel,-buncukumbili / okuncukumbili / ukuba uncukumbili,ukuba litalasi / ukutsalwa zizini zozibini,-nguncukumbili,-buntendembili / -butserigaduna,-bogabedi / -terasi,kgahlego ya bongpedi,-ratana le banna le basadi / botarasi,tshimbeumbili / mbeumbili / u vha na mbeu mbili,vutavana / vurimbewumbirhi,adjective,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_hiv_and_aids_terminology_50,blister,blaas / blaar,intshabusuku / ibhamuza elinamanzi,idyunguza / idyungudyungu,lichamuta / libhamuta / lishashati,itjhatjhazi,pudula,lephone / letswabadi,bolase / setjhabosiu / letjhatjhetsi / pudulwana,pone / phone,ntshwavusiku / rhukubya,,,dikwels blasie,,,,,,,,,,,,,,,,,,,
dsac_multilingual_hiv_and_aids_terminology_51,blood,bloed,igazi,igazi,ingati,iingazi,madi,madi,madi,malofha,ngati,,,,,,,,,,,,,,,,,,,,,,
