id,eng,afr,zul,xho,ssw,nbl,tsn,nso,sot,ven,tso,eng_pos_or_descriptor,eng_pos_or_descriptor_info,afr_pos_or_descriptor,afr_pos_or_descriptor_info,zul_pos_or_descriptor,zul_pos_or_descriptor_info,xho_pos_or_descriptor,xho_pos_or_descriptor_info,ssw_pos_or_descriptor,ssw_pos_or_descriptor_info,nbl_pos_or_descriptor,nbl_pos_or_descriptor_info,tsn_pos_or_descriptor,tsn_pos_or_descriptor_info,nso_pos_or_descriptor,nso_pos_or_descriptor_info,sot_pos_or_descriptor,sot_pos_or_descriptor_info,ven_pos_or_descriptor,ven_pos_or_descriptor_info,tso_pos_or_descriptor,tso_pos_or_descriptor_info
dsac_multilingual_financial_terminology_10,all-risks insurance / all-risk coverage,allerisikoversekering / alrisikoversekering,umshwalense oncuphezonke,i-inshorensi equka konke,umshwalensi lofaka konkhe lokungaba yingoti,itjhorensi ebhadalela koke okuyingozi,tshireletsogotlhe / inšorensekakaretso,inšorense ya go akaretša dikotsi ka moka / inišorentshe ya go akaretša dikotsi ka moka,inshorense ya dikotsi tsohle,ndindakhombokateli,ndzindzakhombo wa mixungeto hinkwayo,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_financial_terminology_11,anniversary / renewal date / anniversary date,hernuwingsdatum,impothulanyaka,i-anivesari / ixesha lokuvuselela,lusuku lwekuvuselela,ilanga lokubuyekeza / i-anivesari,letsosoloso / lentšhwafatso,anivesari,sehopotso / anivesari,anivesari,anivhesari,,financial,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_financial_terminology_12,annual financial statement,finansiële jaarstaat,isitatimende sezezimali sonyaka,inkcazo-mali yonyaka,sitatimendetimali semnyaka,isitatimende seemali somnyaka / umbiko weemali womnyaka,tshupatlotlo ya ngwaga,setatamente sa ngwaga ka ngwaga sa ditšhelete,seteitemente sa ditjhelete sa selemo le selemo,tshitatamennde tsha masheleni tsha ṅwaha,xitatimende xa swa timali xa lembe na lembe,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_financial_terminology_13,annuitant,annuïtant,umhlomuli / umtholi wemali ebitshaliwe,umamkeli wentlawulo-mali ngezavenge,umemukeli wenzuzolusisomali,umamukelimbadalo wesisomali / umamukelimbadalo we-anyuwithi,moatswiwa / moamogelakatso,anyuithente / moamogedi wa anyuithi,moamohedi wa anuithi / anuithente,muvhuelwa,muamukelamalimbekisoxilembe,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_financial_terminology_14,annuity,annuïteit,umhlomulozikhathi / utshalomali olukhokhela ngeminyaka,iintlawulo-mali ngezavenge,inkhokhelo yenzuzolusisomali,imbadalo yesisomali / i-anyuwithi,madikatsotshireletso / anyuithi / madikatsoinšorense,anyuithi,letsete le behetsweng nako / anuithi,anyuwithi,malimbekisoxilembe,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_financial_terminology_15,applied status,aansoekstatus / oorwegingstatus,isigaba sokokungakagunyazwa,isicelo esikwingqwalasela,simo lesisengakagunyatwa,ubujamo obungakabukugunyazwa,kemokopokwadiso,maemo a go emela tumelelo,boleti ba tumello,tshiimo tshi sa athu u tendelwa / bindo tshaya thendelo,xiyimonkampfumelelo,,financial services provider,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_financial_terminology_16,apportionment,toedeling,ukwabiwa,ulwabiwo,lwabiwontalo,isabelongezelelo,kabo / karolelo / karolelokabo,kabaganyo,kabo,mbadelamikovhe,swiave,,dividends,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_financial_terminology_17,appreciation,appresiasie,ukunyuka kwenanibungako,unyuko-maxabiso / ukukhuphuka kwentsengo,kwenyuka kwebungakomali / kukhuphuka kwemandla emali / kwenyuka kwentsengo,ukwenyuka kwamandla wemali / ukwenyuka kwamandla wepahla,koketsegoboleng / kgoloboleng,kgolo ka boleng / kgolo ka theko,keketseho / kgolo,vhugonyandeme,engeteleko wa nxavo / engeteleko wa nkoka,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_financial_terminology_18,asset allocation,batetoewysing,ukwabiwa kwempahla / ukwabiwa kwengcebo,ulwabiwo lwee-asethi,lwabiwolusiso,ukwabiwa kwepahla,kabothoto,kabaganyo ya dithoto,kabo ya thepa,vhubindudzi ho phaḓaladzwaho,nkavelonhundzu / nkavelorifuwo,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_financial_terminology_19,asset manager,batebestuurder,umphathi wempahla / imenenja yempahla,umlawuli wotyalo-mali / umlawuli wee-asethi,umlawulilusiso,umlawulimasiso,molaolathoto,molaodi wa letlotlo,molaodi wa thepa,mulanguli wa thundu / mulanguli wa ndaka,mulawulanhundzu / mulawularifuwo,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_financial_terminology_20,assignee,regverkrygende,owabelwe,ugunyaziwe,umabelwa,umzuzi / umdlalifa / umhlomuli,moabelwa / mokwadiswa,moabelwathoto,moabelwatokelo,muṋekedzwa,muhundziseriwa / munyikiwa,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_financial_terminology_21,attorney-in-fact,gevolmagtigde prokureur,ummeli ogunyaziwe,ugunyaziwe,ummeleli logunyatiwe,umjameligqwetha,moemelammueledi,moemedi wa semolao,moemelammuelli,ramilayo muṋekedzwa,muyimerixinawu wa swa bindzu,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_financial_terminology_22,authorisation,magtiging,ukugunyaza,ugunyaziso,ligunya / imvumo,igunya,tumelelo / tetlelelo,tumelelo,tumello,thendelo,mpfumelelo,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_financial_terminology_23,balloon payment,ballonbetaling,inkokhelosigcino eyisigaxa / inkokhelo eyibhaluni,intlawulo ebekelwe bucala,inkhokhelo lelengisiwe,imbadalo elengisiweko,tuelotshalelo / tuelobaluni,tefelopalune / tefelotšhaledi,tefo ya balune,mbadelophahewa,hakeloxibaluni / ntsengokulu wo hetisa xikweleti,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_financial_terminology_24,bank details / banking details,bankbesonderhede,imininingwane yasebhange,iinkcukacha zebhanki,imininingwane yasebhange,imininingwana yebhanga,dintlhapoloko / dintlhapanko,tshedimošo ka ga mopanki,dintlha tsa mobanki,zwidodombedzwa zwa u bannga,vuxokoxoko bya bangi / vuxokoxoko bya banki,,of an individual,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_financial_terminology_25,bankruptcy,bankrotskap,ukucwila ezikweletini,ukuntyumpantyumpeka ematyaleni,kuncwila etikweletini / kushona,ukutjhona / umtjhono,phutlhamo / khumanego,pankoroto / go wa,botjhoni,vhuwa,nchono,compare solvency,a legal procedure,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_financial_terminology_26,basic excess,basiese bybetaling,inhlangabezozindleko eyisisekelo,intlawulelo-bango esisiseko / i-eksesi esisiseko,inhlawulosisekelo / inhlawulo lebekiwe,inaningezelelo elisisekelo,phetisotheo,tefelotlaleletšo ya motheo,eksese ya motheo,mbadelonyengedzedzwa ya mutheo,hakeloengetelo ya masungulo,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_financial_terminology_27,beneficiary,begunstigde,umhlomuli,umxhamli,umzuzi / lositakalako / umhlomuli,umzuzi / umhlomuli,mojaboswa / mojalefa / moungwelwa / moamogeladitshiamelo,mojalefa,mojalefa / tjamafa,muḽaifa,mudyandzhaka / muvuyeriwa,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_financial_terminology_28,beneficiary fund,begunstigdefonds,isikhwama sabahlomuli,ingxowa-mali yabaxhamli,sikhwama sebazuzi / sikhwama salabasitakalako / sikhwama sebahlomuli,isikhwama sabazuzi / isikhwama sabahlomuli,letlotle la mojaboswa / letlotle la moungwelwa / letlotle la mojalefa / letlotle la moamogeladitshiamelo,sekhwama sa bajalefa,letlole la bajalefa / letlole la botjamafa,tshikwama tsha muḽaifa,nkwama wa vadyandzhaka / nkwama wa vavuyeriwa,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_financial_terminology_29,benefit,voordeel,umhlomulo,uxhamlo,inzuzo,inzuzo / umhlomulo,kungwelo,tefelokholego / penefiti,kuno,mbuelo / ifa,mpfuno / mbuyelo,noun,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_financial_terminology_30,benefit statement,voordelestaat,isitatimende somhlomulo,inkcazo-mali yomhlala-phantsi,sitatimende senzuzo,isitatimende senzuzo / isitatimende somhlomulo,tshupakungwelo / tshupatshiamelo,setatamente sa penefiti / setatamente sa tefelokholego,seiteitemente sa kuno,tshitatamennde tsha mbuelo,xitatimende xa mpfuno / xitatimende xa mbuyelo,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_financial_terminology_31,bequest,bemaking / erflating,ukwaba,ukuyolela,kwaba lifa,ukwabiwa kwelifa / ukudluliswa kwelifa,kaboboswa / kabolefa,kabo ya lefa,kabo ya lefa,vhuṋeathundu / vhuṋeandaka,nkavelondzhaka,noun,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_financial_terminology_32,betterment,verbetering,ukuphucula,ukuphila ngcono / ukuphucuka,kutfutfukiswa ngumshwalensi,ukuphila ngcono,tokafalelo,kaonafatšo / kaonafalo,ntlafalo bophelong,khwiniso,vuantswiso,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_financial_terminology_33,book value,boekwaarde / bw,inanibungako ngokwebhuku,ixabiso lentengo,intsengo yangaleso sikhatsi,intengo yangesikhatheso,bolengtheko,boleng bja thekišo,boleng ba thepa,ndeme ya thundu / ndeme ya ndaka,nkungo ku ya hi buku,Seldom used / see net asset value,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_financial_terminology_34,bribery,omkopery,ukugwaza,ukunyoba,kufumbatsisa / kudiza,ukufumbathisa,tšotšo / katsophaposo,pipamolomo / letsogo le kobong / šunya,tjotjo,tshanḓanguvhoni / mvalamulomo,vupfalanomu / vusivanomu,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_financial_terminology_35,broker,makelaar,umxhumanisikuhwebelana / ibhrokha,unozakuzaku worhwebo / ibhrowukha yorhwebo,umchumanisikuhwebelana / umsitikuhwebelana / ibhrokha,umsebenzeli kezerhwebo / ibhrowukha,mogwebisi,poroukhara / poroukha,broukara,zhendedzi,muhlanganyetanxaviselano / muburokara,,business,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_financial_terminology_36,brokerage fee,makelaarsgeld,isibizo somxhumanisikuhwebelana,intlawulo yomrhwebi ongunozakuzaku / intlawulo yebhrowukha,imali yemchumanisikuhwebelana,imbadalo yomsebenzeli kwezerhwebo / imbadalo yebhrowukha,tefelokgwebiso / tuelokgwebiso,tefelo ya bommaditsela,tefiso ya broukara,mbadelo ya zhendedzi,hakelo ya swa vuhlanganyetanxaviselano / hakelo ya swa vuburokara,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_financial_terminology_37,brokerage firm / brokerage company / broking firm,makelaarsfirma,ifemu yabaxhumanisikuhwebelana,ishishini lozakuzo kurhwebo,inkampani yebachumanisikuhwebelana,ikhampani yabasebenzeli kezerhwebo / ikhampani yabafunelimsebenzi,setheokgwebiso,feme ya bommaditsela,feme ya dibroukara,feme ya zhendedzi,feme ya swa vuhlanganyetanxaviselano / feme ya swa vuburokara,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_financial_terminology_38,business transaction,saketransaksie / besigheidstransaksie,ukuhwebelana kwezamabhizinisi,intengiselwano / unaniselwano,kutsengiselana,ukuthengiselana / intengiselwano,kgwebisano / thekisetsano,thekišetšano,kgwebisano,thengiselano ya vhubindudzi,nxaviselanoxibindzu,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_financial_terminology_39,call deposit account,daggelddepositorekening,i-akhawunti yotshalomali,i-akhawunti yotyalo-mali / i-call deposit account,i-akhawunti leyinhlanganisela lenenzuzo,i-akhawundi emvangombili,tshupatlotlopeeletso / akhaontepeeletso,akhaonte ya tšheke ya kopanelapeeletšo,akhaonte ya matsete le dipeheletso,akhaunthu ya diphosithi na mbulungo,akhawunti yo vekisa,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_financial_terminology_40,capital disability benefit,kapitaalongeskiktheidsvoordeel,umhlomulo wokukhubazeka,i-inshorensi yokhubazeko,inzuzomali yekukhubateka,isizumbulu senzuzo yokukhubazeka / isizumbulu somhlomulo wokukhubazeka,inšorensekungwelogole,tefelokholego ya bogolofadi / penefiti ya bogolofadi ka khepetlele,kuno ya boqhwala,mbuelo ya vhuholefhali ya masheleni,mpfuneto wa vutsoniwa wa xumakulu / mbuyelo wa vutsoniwa wa xumakulu,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_financial_terminology_41,capital gains tax,kapitaalwinsbelasting / KWB,intela yenzuzo,irhafu kwinzuzo yentengiso yepropati,umtselonzuzo walokutsengisiwe,umthelo wenzuzo yepahla,lekgethokoketsegotlole,motšhelo wa dipoelo tša letlotlo / motšhelo wa dipoelo tša khepetlele,lekgetho la kuno ya khapitale,muthelo wa mbuelo ya masheleni,xibalo xa vubindzuri bya xumakulu,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_financial_terminology_42,capital growth,kapitaalgroei / kapitaalaanwas,ukukhula kwemali yebhizinisi,ukuhluma kwenkunzi,kukhula kwelinanimphahla / kwenyuka kwelinanimphahla,ukukhula kobungako bepahla,kgolotlole,kgolo ya letlotlo / kgolo ya khepetlele,kgolo ya khapitale,nyaluwo ya ndeme ya thundu / nyaluwo ya ndeme ya ndaka,nkulo wa nkoka wa nhundzu / nkulo wa nkoka wa vuvekisi,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_financial_terminology_43,car finance / vehicle finance / motor vehicle finance / motor finance,motorfinansiering,imalimboleko yokuthenga imoto,imali-mboleko yemoto,sikweleti semoti,imalimboleko yemodoro / imalimboleko yemodere / imalimboleko yekoloyi,tuelelokoloi,kadimo ya mašeleng a go reka koloi,kadimo ya ho reka koloi,khadzimiso ya masheleni a u renga goloi / masheleni a goloi,xikweleti xo xava movha,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_financial_terminology_44,car insurance / vehicle insurance,motorversekering,umshwalense wemoto,i-inshorensi yemoto,umshwalensi wemoti,itjhorensi yemodoro / itjhorensi yemodere / itjhorensi yekoloyi,tshireletsokoloi / inšorensekoloi,inišorentshe ya koloi / inšorentshe,inshorense ya koloi,ndindakhombo ya goloi,ndzindzakhombo wa movha,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_financial_terminology_45,cash-back bonus,kontantterugbonus,ibhonasi yokubuyiselwa imali,ibhonasi kwi-inshorensi,umhlomulo wekungafaki sibitinkhokhelo / ibhonasi yekungafaki ikleyimu,ibhonasi yokubuyiselwa imali,bonasepoelomadi,ponase ya pušetšo ya tšhelete,bonase ya pusetso ya tjhelete,bonasi ya mbuiselo ya masheleni,bonasi yo vuyisela mali,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_financial_terminology_46,cash transfer,kontantoorplasing,ukudlulisa imali,udluliselo-mali,lundlulisomali,idluliselomali,phetisomadi,phetišetšo ya mašeleng,tsamaiso ya tjhelete,phirisamasheleni / vhupfukisamasheleni,vuhundziselomali,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_financial_terminology_47,cash withdrawal,kontantonttrekking,ukukhipha imali,ukutsala imali,kukhipha imali,ukukhupha imali,kgogomadi,go ntšha tšhelete,kgulo ya tjhelete,vhubvisamasheleni,ku humesa mali,,policy or annuity,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_financial_terminology_48,cellphone banking / mobile banking,selfoonbanksake doen / selfoonbanktransaksies doen,ukubhenka ngomakhalekhukhwini / ukubhenka ngeselula,ukubhankisha ngeselula,lubhangomakhalekhikhini / kubhanga ngeselula,ukuzenzela imisebenzi yebhanga ngeselula / ukusebenza iimali zebhanga ngeselula,polokoselefounu / pankoselefounu,go panka ka selefouno,ho banka ka selefounu,vhubannga nga luṱingokhwalwa / vhubannga nga luṱingothendeleki,ku banka hi selefoni / ku banga hi selefoni / ku banka hi marilanyongeni / ku banga hi marilanyongeni,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_financial_terminology_49,chartered accountant / CA,geoktrooieerde rekenmeester / GR,umhlelimabhuku ezimali / umhlelimabhuku ogunyaziwe,ingcali kucwangciso-zimali,ingcweti yekucwaninga emabhuku,umcozululiincwadi zeemali ogunyaziweko,sebalatlotlo,tšhathathe akhaonthente,tjhatate akhaontente,muḓivhi wa zwa masheleni,xitivinkulu xa tinkota,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_financial_terminology_50,claim,eis,isicelonkokhelo,ibango,sibito / sibitinkhokhelo / ikleyimu,itleyimu,kopo / tleleimi / topo,tleleime,tleleimi,mbilo,xikoxo,noun,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_financial_terminology_51,claim process,eisproses,inqubo yesicelonkokhelo,inkqubo yokwenza ibango,inchubo yesibito / inchubo yesibitinkhokhelo / inchubo yekukleyima,indlelakambiso yokutleyima,tsamaisokopo / tsamaisotleleimi / tiregokopo / tiregotopo / tsamaisotopo,tshepedišo ya tleleime,motjha wa tleleimi,maitele a mbilo,nhlahluvo wa xikoxo,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_financial_terminology_52,clause,klousule,indima,isolotya / igatya,sigatjana,indinyana,polelwanamolao,temana ya molao,polelwana ya molao,kudayo,xinawana,,contract,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_financial_terminology_53,client,kliënt,ikhasimende / iklayenti,umxumi / umxhasi / iklayenti,liklayenti / likhasitama / ummelwa,umthengi / itlayenti / ikhastama,modirelwa,tlelaente / modirelwa,mosebeletsuwa / tlelaente,mueledzwa / mueletshedzwa,mupfuniwa / tlilayente,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_financial_terminology_54,client-advisory record / CAR,kliëntadviesrekord,imininingwane yokwalulekwa kwekhasimende / imininingwane yokwalulekwa kweklayenti,irekhodi yokucetyiswa komxumi / irekhodi yokucetyiswa komxhasi / irekhodi yokucetyiswa kweklayenti,lirekhodi lekwelulekwa kwelikhasitama / lirekhodi lekwelulekwa kwemmelwa / lirekhodi lekwelulekwa kwelikhasitamende,umtlolosivumelwano wokwelulekwa komthengi,rekotobogakolodidirelwa / tshupakgakololodirelwa,rekhoto ya boeletši ya modirelwa / rekhoto ya boeletši ya tlelaente,rekoto ya boeletsi ba mosebeletsuwa / rekoto ya boeletsi ba tlelaente,rekhodo ya ngeletshedzo ya mueledzwa / rekhodo ya ngeletshedzo ya mueletshedzwa,rhekhodo ya ntsundzuxo ya mupfuniwa / rhekhodo ya ntsundzuxo ya tlilayente,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_financial_terminology_55,collateral / security,kollateraal / aanvullende sekuriteit,isibambiso,isibambiso,sibambiso,isibambiso,tlamothoto,kholatherale / tšhireletšo ka dithoto,setshwariso / kholatherale,tshifarelamulandu,xikhomelanandzu,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_financial_terminology_56,collective investment scheme / unit trusts / CIS,kollektiewe beleggingskema / KBS,uhlelokonga imali ngokuhlanganyela,inkqubo yotyalo-mali ngokuhlanganyela,luhlelokonga loluhlanganyelwe,ijima lesisomali / ilima lesisomali,sekematsadisotlhakanelo,sekimo sa peeletšo sa mohlakanelwa,sekimi sa pokello ya matsete,tshikimu tsha vhubindudzi ha muṱanganelano,xikimivuvekisi xa nhlanganelo,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_financial_terminology_57,commercial use,handelsgebruik / kommersiële gebruik,ukusetshenziselwa ukuhweba,ukusetyenziselwa ushishino,kusebentisela kuhweba,ukusetjenziselwa ukurhweba,tirisetsokgwebo,tšhomišetšo ya kgwebo,tshebedisetso ya kgwebo,tshumiso ya vhubindudzi,ntirhiselovubindzurisi / ntirhiselobindzu,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_financial_terminology_58,complainant,klaer / klaagster,ummangali,ummangali,ummangali / umfakisikhalo,ummangali,mongongoregi / moledi,mongongoregi / molli,motletlebi / mmelaedi,muhweleli / muvhilaeli,muvileri / murili / mumangari,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_financial_terminology_59,compliance,voldoening / nakoming,ukulandela / ukuthobela,uthobelo-mthetho,kutfobela / kulandzela,ukuthobela,kobamelo,kobamelo,ho ikobela molao / ho ikamahanya le molao,vhutevhedzi,vulandzelelanawu,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_financial_terminology_60,compliance officer / CO,voldoeningsbeampte / nakomingsbeampte,obhekelela ezokuthobela umthetho / obhekelela ezokuthotshelwa komthetho,igosa lothobelo-mthetho,lesibukene / sisebenti lesibukeke nekulandzelwa kwemtsetfo,isiphathiswa sokuthotjelwa komthetho,motlhankelelakobamelo / motlhankedikobamelo,mohlankedi wa tša kobamelo / moofisiri wa tša kobamelo,ofisiri ya tsa boikahamanyo le molao,muofisiri wa vhutevhedzi,mulandzelerisanawu,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_financial_terminology_61,comprehensive insurance / comprehensive cover,omvattende versekering,umshwalense odidiyelwe,i-inshorensi ebalulayo,umshwalensi wemoti lofaka konkhe,itjhorensi ebhadalela koke,inšorensekakaretso,inišorentshe ya go akaretša / inšorentshe ya go akaretša,inshorense e akaretsang,ndindakhombonyangaredzo,ndzindzakhomboangarhelo,,car insurance,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_financial_terminology_62,concealment,verswyging,ukugodla iqiniso,ukukhohlisa,kufihla,ukufihla,go fitlha / phitlho,phihlo / khutišo,ho pata nnete,nzumbetshedzo,vutumbetantiyiso,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_financial_terminology_63,conditions,voorwaardes,imibandela,imiqathango,imibandzela,imibandela,dipeelo,dipeelano / dikwanelo,dipehelo,nyimele,swipimelo,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_financial_terminology_64,consequential loss,gevolglike verlies / voortvloeiende verlies,ukulahlekelwa ngenxa yokuthile,ilahleko edalwa yenye,kulahlekelwansombo,ukonakalelwa ngebanga lokungeqadi,tatlhegelo-ka-ditlamorago,tshenyagalelo go ya ka ditlamorago,tshenyehelo ka lebaka lesele,ndozwophambananandivho,ndzahlekeriwo hikwalaho ka switandzhakunkandzindzakhombo / onhakeriwo hikwalaho ka switandzhakunkandzindzakhombo,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_financial_terminology_65,contingency allowance,gebeurlikheidstoelae,imali yezimo ezingalindelekile / imali yezehlo,imali ebekelwe okunokwehla,imali legadze lokungahle kwenteke / imali yemkhuhlane / imali legadze ingoti,imali egade isimetjhe / imali egade okungavela / imali egade okungenzeka,letloletshoganyetso / madidisalebelelwang,mašeleng a go beelwa tšeo di sa letelwago,tjhelete ya ditjeo tse sa lebellwang,gavhelo ḽa ndindakhombo,mali ya xirindzamhangu,,,,,,,,,,,,,,,,,,,,,,
