id,eng,afr,zul,xho,ssw,nbl,tsn,nso,sot,ven,tso,eng_pos_or_descriptor,eng_pos_or_descriptor_info,afr_pos_or_descriptor,afr_pos_or_descriptor_info,zul_pos_or_descriptor,zul_pos_or_descriptor_info,xho_pos_or_descriptor,xho_pos_or_descriptor_info,ssw_pos_or_descriptor,ssw_pos_or_descriptor_info,nbl_pos_or_descriptor,nbl_pos_or_descriptor_info,tsn_pos_or_descriptor,tsn_pos_or_descriptor_info,nso_pos_or_descriptor,nso_pos_or_descriptor_info,sot_pos_or_descriptor,sot_pos_or_descriptor_info,ven_pos_or_descriptor,ven_pos_or_descriptor_info,tso_pos_or_descriptor,tso_pos_or_descriptor_info
dsac_multilingual_soccer_terminology_17,back pass / backward pass / ball back,agtertoe-aangee / aangee agtertoe,ukukhahlelela emuva,ukupasela emva / ukukhabela emva,kuphasela emuva,ibuyiselomva,thagelomorago,thagelomorago,ho rahela morao,thahelamurahu,nyiketondzhaku,noun,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_soccer_terminology_18,ballboy,baljoggie,umlandibhola,inkwenkwana echola ibhola,umlandzibhola,umsanebholo,moseladikgwele,mošemane wa go topa dikgwele,molatadibolo,mutukana wa u dobela bola,n`watibolo,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_soccer_terminology_19,ball distribution,balverspreiding,ukuphaka ibhola / ukutshala ibhola,ukupaselana / ukunikezelana,kuniketa ibhola / kutjala ibhola,ukudlulisa ibholo,neeletsanokgwele,kabelano ya kgwele / neeletšano ya kgwele / go fana kgwele / go ragelana kgwele,ho rahelana bolo,kuṋekanele kwa bola,nyiketanelo ra bolo / mahangalaselo ya bolo,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_soccer_terminology_20,ball out of play,bal buite spel,ibhola eliphumele ngaphandle,ibhola ephumele ngaphandle,ibhola lephumele ngaphandle,ibholo engadlaliko / ibholo engayelwako,kgwele e e tswetsengntle / kgwele e e seng mo motshamekong,kgwele yeo e emišitšwego,bolo e tswile lebaleng,bola yo bvelaho nnḓa / mutambo wo imiswa,bolo leyi nga riki ku tlangiweni,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_soccer_terminology_21,ball possession,balbesit,ukugcinwa kwebhola,ubude bexesha ibhola ikwiqela elithile,sikhatsi sekugcina ibhola,ukuphathwa kwebholo,tshwarokgwele,tshwaro ya kgwele papading,nako ya taolo ya bolo,u vha na bola,mpimomakhomelo ya bolo,,,,,,,,,,,,,,nako e e rileng,,,,,,,,
dsac_multilingual_soccer_terminology_22,ball to the hand,handbal,ukushaywa ibhola esandleni,ukubetheka kwebhola esandleni,ibhola leshaye sandla,ibholo ethinte isandla,kgwelelebogong,kgweleletsogong,bolo e otla letsoho,u rwiwa tshanḓa nga bola,ku biwa voko hi bolo,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_soccer_terminology_23,best young player award,beste-jong-speler-toekenning,umklomelo womdlali osemncane ovelele,iwonga elinikwa umdlali oselula obalaseleyo / imbasa enikwa umdlali oselula obalaseleyo,umklomelo wemdlali losemncane lovelele,unongorwana womdlali osesemncani ophambili,kabo ya motshameki yo monnye yo o gaisitseng,sefoka sa sebapadi se se kaonekaone legorong la bafsa,kgau ya sebapadi se senyane se hlwahlwa,pfufho ya mutambi muṱuku wa khwiṋesa,sagwadi ra xitlangi lexitsongo,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_soccer_terminology_24,bicycle kick,wawielskop,uqethu,iskafido / ukukhaba uqethukile,kukhahlela ucetfuke / kukhahlela sibhayisikili,umkalangwana / iphendu,mokanangwana,mokanangwana,mokalangwane,u raha tshibaisigila / u raha tshibaisigira,marahelo ya xibayisikiri,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_soccer_terminology_25,block tackle,blok,ubuciko bokuhlwitha ibhola,ubuchule bokuhlutha nokukhusela ibhola / ubuchule bokuhlutha nokuthintela ibhola,kuvimbela,ukuvimba ngebatha,tsenyoleoto / thibelo / kganelokgwele / go tlama,sekgeno / sekhino / tlhaselo ka thibelo / mokhuno / go bofa / go tlema,ho tlama / ho kgina,u thivha,nkavanyeto,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_soccer_terminology_26,body check,lyfblok,ukuvimba ngomzimba,ukuthintela ngomzimba / ukuxaba ngomzimba,kuvimbela ngemtimba,ukuvimba ngomzimba,kgoreletso ka mmele,diša ka mmele,ho sitisa,u thivhela nga muvhili,nsivelo hi miri / nsirhelelo hi miri,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_soccer_terminology_27,breakaway,wegbars / wegbreek,ukudlubulundela / ukuphunyuka,ukuphuncuka / uqhekez'udonga,kuphunyuka,ukuphunyurha,tšhwamoga / sutlha,phonyokgo,phonyoha / ho tswa tjaro,u ponyoka / u tshoṱa,mphunyuko,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_soccer_terminology_28,bring the game into disrepute,die spel in onguns bring,ukudicilela phansi isithunzi somdlalo / ukuhudula isithunzi somdlalo,ukuhlazisa umdlalo,kwehlisa sitfunti semdlalo,-ehlisa isithunzi somdlalo,go diga serodumo sa motshameko / go gogobisa motshameko mo seretseng,šašarakanya papadi / šašarakantšha papadi,ho senya seriti sa papadi / ho tlontlolla papadi,u thithisa ndaulo ya mutambo,ku onha ntlangu,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_soccer_terminology_29,broadcast,uitsending,ukusakaza,usasazo,kusakatwa,ukurhatjha,kgaso,kgašo,kgaso,khasho,vuhaxi,noun,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_soccer_terminology_30,broadcasting rights,uitsaairegte,amalungelo okusakaza,amalungelo osasazo,emalungelo ekusakata,amalungelo wokurhatjha,ditshwanelokgaso,ditokelo tša go gaša,ditokelo tsa kgaso,pfanelo dza u hasha,timfanelo to haxa,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_soccer_terminology_31,CAF / African Football Confederation,Konfederasie van Afrika-voetbal,i-CAF / iNhlangano Eyengamele Ezikanobhutshuzwayo E-Afrika,iCAF / iMbumba yaMazwe aseAfrika yeBhola eKhatywayo,i-CAF / Inhlangano Yelibhola Letinyawo e-Afrika,i-CAF / iHlangano ePhetheko yeBholo eRarhwako yamaZwe weAfrika,CAF / Mokgatlho wa Kgwele ya Dinao wa Aforika,CAF / Lekgotlakopano la Kgwele ya Maoto la Afrika / Lekgotlakopano la Kgwele ya Dinao la Afrika,CAF / Bolaodi ba Bolo ya Aforika,CAF / Dzangano ḽi langaho Bola ya milenzhe ḽa Afrika,CAF / Nhlangano wa Bolo wa Afrika,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_soccer_terminology_32,camp,oefenkamp,ikhempu,inkampu,inkambu,isikaniso / ikampa,kampa / botlhaolelo,kampa,kampo,gammba,kampa,noun,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_soccer_terminology_33,cap,verskyning vir jou land,ukuqokelwa eqenjini lesizwe / ukukhethelwa eqenjini lesizwe,ukuthweswa indwe / ukuhlonitshwa komdlali,emahlandla ekudlalela sive / ikhephu / emahlandlakuvela,ukuhlonitjhwa komdlali,lekgetlotshameko,tlhompho ya kgathotema papading ya bosetšhaba,tlotlo,u tamba kha thimu ya lushaka,xifundzo,noun,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_soccer_terminology_34,captain / skipper,kaptein,ukaputeni,ikhapteni / inkokheli yeqela,kaputeni,ukapteni,mokapotene,mokapotene,mokapotene,mukapuṱeni / mulangavhatambingae,kaputeni,noun,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_soccer_terminology_35,captain's armband,kapteinsband,ibhande likakaputeni,umxhaka kakhapteni / ibhanti kakhapteni,libhande lakaputeni,ibhande likakapteni,lebanta la bokapotene,lepanta la bokapotene,lebanta la bokapotene,bannda ḽa mukapuṱeni / bannda ḽa mulangavhatambingae,bandi ra vukaputeni,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_soccer_terminology_36,caution a player / take a name,'n speler waarsku,ukuxwayisa umdlali,ukukhalimela umdlali / ukulunyukiswa komdlali,cwayisa umdlali,-yelelisa umdlali,neelokarata e e serolwana,kgalemela sebapadi / lemoša sebapadi,ho hlokomedisa sebapadi,u kaidza mutambi nga garaṱaṱaḓa / u ṋea mutambi garaṱaṱaḓa,tshinya mutlangi,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_soccer_terminology_37,central circle / centre circle,middelsirkel,inkaba yenkundla,isangqa esisesazulwini sebala / isangqa esisembindini webala,enkhabeni,isiyingilizi sekaba yekundla,khubu ya lebala,ntikodiko ya gare / sediko sa bogareng,sedikadikwe mokgubung,tshitendeledzi tsha vhukati,xirhendzevutanaxikarhi,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_soccer_terminology_38,central defence,middelverdedigers,abadlali abangumgogodla emuva,umdlali othintelayo ophakathi,titobha,abakhandeli baphakathi,motshamekamoragogare,bahlabaneladino ba bogareng,tshireletso e bohareng,vhatambamurahu vha vhukati,vatlangandzhakuxikarhi,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_soccer_terminology_39,centre flag / halfway flag,middellynvlag,ifulegi eliphakathi nendawo / ifulegi eliqondene nenkaba yenkundla,iflegi ekwisiqingatha sebala,umbhelebhele wenkhabeni,iflarha yephakathi letatawu / iflarha yephakathi lekundla,folaga ya molagare,folaga ya bogareng,folakga e bohareng,fuḽaga ya vhukati,mujeko wa le matlheloxikarhi,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_soccer_terminology_40,centre line / halfway line,middellyn,umugqa osenkabeni yenkundla,umgca osesazulwini / umgca osembindini,umlayini losenkhabeni / umugca losenkhabeni,umuda wephakathi letatawu / umuda wephakathi lekundla,molagare,mothaladi wa bogareng / mothalogare,molahare,mutalo wa vhukati / mutalo wa phandamudavhi,ntilaxikarhi,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_soccer_terminology_41,centre mark / centre spot,middelkol / middelkolletjie,umaki osenkabeni yenkundla / ichashazi elisenkabeni yenkundla,inkaba yebala / ichaphaza elisesizikithini sebala,luphawu lwasenkhabeni,ikaba yetatawu / ikaba yekundla,letshwao la khubu,mokhubo wa lepatlelo,mokgubu,luswayo lwa vhukati,mfunghoxikarhi,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_soccer_terminology_42,challenge,wedywering,ukubanga / ukulwela,ubangiswano ngebhola / ukulwela ibhola,kubanga,ukubangelana,phegisano,phenkgišano / pakišano,tsekisano / phephetsano,u lwela,mbangisano,noun,for ball possession,,om balbesit,,ibhola / ibhola,,,,,,,,,,,,,,bola,,bolo
dsac_multilingual_soccer_terminology_43,challenge,wedywer,-banga / -lwela,ukubangisana ngebhola / ukulwela ibhola,-banga,-bangelana,phegisana,phenkgišana / bakišana,tsekisana / phephetsana,u lwela,vangisana,verb,for ball possession,,om balbesit,,,,,,,,,,,,,,,,,,
dsac_multilingual_soccer_terminology_44,change room / dressing room / tog room,kleedkamer,igumbi lokugqokela / indlu yokugqokela,igumbi lokunxibela abadlali / igumbi lokutshintshela,intjintjawozi,ikumba yokwembathela,phaposiboaparelo / boaparelo jwa batshameki,phapošiboaparelo,phaposi ya boitokiso / phaposi ya boitlhophiso,lufhera lwa u ambarela,kamara ro ambalela,,,,,,abadlali / abadlali,,,,,,,,,,,,,,,,
dsac_multilingual_soccer_terminology_45,charge an opponent,'n opponent storm / 'n opponent stormloop,ukumaka,ukumaka,kusukela imbangi,-walazela umbangisani,tlhasela motshamekakgatlhanong,hlasela mophenkgišani / hlasela mmakišani,hlasela / futuhela / kgorohela,u lwela bola,hlanganisa,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_soccer_terminology_46,charge an opponent from behind,'n opponent van agter storm / 'n opponent van agter stormloop,ukumaka ngemuva,ukumaka uvela ngasemva,kusukela imbangi ngemuva,-walazela umbangisani ngemva,-gwetlha / tlhasela motshamekakgatlhanong go tswa kwa morago,latelela mophenkgišani go tšwa ka morago,ho hlasela kamorao / ho futuhela kamorao / ho kgorohela kamorao,u lwela nga murahu,phija,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_soccer_terminology_47,charge fairly,korrek storm / korrek stormloop,ukumaka okuvumelekile,ukutyhalana ngokuvumelekileyo,kusundvuta ngalokwemukelekile,-maga kuhle,tlhasela sentle,phenkgišana ka maleba / bakišana ka maleba,theselana / ho bapadisa hantle,u lwela lwo tendelwaho,tshwimbirisana,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_soccer_terminology_48,charge in a dangerous manner,op gevaarlike wyse storm / op gevaarlike wyse stormloop,ukumaka okuyingozi,ukumaka ngokungenankathalo / ukumaka ngendlela eyingozi,kumakha lokuyingoti,-maga ngendlela eyingozi,tlhasela makgwakgwa,phenkgišana ka mokgwa wa kotsi / bakišana ka mokgwa wa kotsi / hlasela ga kotsi,tlhaselo e kotsi / phutuhelo e kotsi / kgorohelo e kotsi,u lwela nga nḓila ya khombo,siva hi tihanyi,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_soccer_terminology_49,chase the ball,die bal jaag,ukuhubha ibhola / ukujaha ibhola,ukuleqa ibhola,gijimisa ibhola / cosha ibhola,-gijimisa ibholo,tebela kgwele / lelekisa kgwele,lelekiša kgwele / kitimiša kgwele,lelekisa bolo,u gidimela bola,hlongorisa bolo,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_soccer_terminology_50,chest trap,bal op die bors vang / bal met die bors keer,-vimba ibhola ngesifuba,ukuthintela ibhola ngesifuba / ukunqanda ibhola ngesifuba / ukubamba ibhola ngesifuba,-bamba ngesifuba,-dlala ngesifuba / -bamba ngesifuba,laola ka mafatlha / tshwara ka mafatlha,emiša kgwele ka kgara,thiba ka peta / kgina ka peta / laola ka peta,u langa nga khana,siva hi xifuva,verb,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_soccer_terminology_51,chip,boogaangee,ukweqisa ibhola,ukutsibisa ibhola ngobuchule / ukuqabelisa ibhola ngobuchule,kucuphula ibhola,ukweqisa ibholo,tlodisokgwele,tshedišo ya kgwele ka go e tsuputša,ho kga bolo,u pfukisa bola,ntluriso,noun,short or long,,kort of lank,,,,,,,,,,,,,,,,,,
dsac_multilingual_soccer_terminology_52,choice of ends,speelkantkeuse,ukukhetha amapali,ukukhetha iipali / ukukhetha icala,kukhetsa emapali,ukukhetha amapali,tikolosoledi,kgetho ya go iša / kgetho ya lehlakore,ho kgetha lehlakore,u nanga masia,nhlawulotlhelo ra tipala,noun,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_soccer_terminology_53,circumvent the law,die reël omseil / die reël ontduik,-phula umthetho ngobuqili,ukuphepha isolotya lomthetho,balekela umtsetfo,-gegeda umthetho,-tsietsamolao,jabetša molao,iphapanyetsa molao / ho etsa ihlwana,u tinya mulayo,honisa nawu,verb,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_soccer_terminology_54,club,klub,iqembu lebhola,iklabhu / iqela lebhola,licembu,isiqhema / itlabhu,setlhopha,sehlopha,sehlopha,kiḽaba,xipanu,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_soccer_terminology_55,club assistant referee,klubgrensregter,umsizi kanompempe ojutshwe yiqembu / umsizi kanondweba ojutshwe yiqembu,usekela-sompempe weklabhu / usekela-sompempe weqela lebhola,umsiti wasomfengwane welicembu / umsiti wasompempe welicembu,umsizisofengwana wesiqhema,mothusamolaolamotshameko / mothusamoletsaphala wa setlhopha,mothušamalokwane wa sehlopha,mothusi wa moteaphala wa sehlopha / mothusi wa moletsaphala wa sehlopha / mothusi wa molaolapapadi wa sehlopha,muthusamulangulamutambo wa kiḽaba / muthusamalogwane wa kiḽaba,mupfunetan'watipempe wa xipanu,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_soccer_terminology_56,club committee,klubkomitee,isigungu seqembu lebhola / ikomidi leqembu lebhola,ikomiti yeklabhu / ikomiti yeqela lebhola,ikomiti yelicembu,ikomidi yesiqhema,lekgotlhana la setlhopha / komiti ya setlhopha,komiti ya sehlopha,komiti ya sehlopha,komiti ya kiḽaba,komiti ya xipanu,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_soccer_terminology_57,club official,klubbeampte,isikhulu seqembu,igosa leklabhu / igosa leqela lebhola,sikhulu selicembu,isiphathiswa sesiqhema,motlhankedi wa lekgotlana / motlhankedi wa setlhopha,mošomedi wa sehlopha / modiredi wa sehlopha,ofisiri ya sehlopha / moemedi wa sehlopha,muofisiri wa kiḽaba,xirho xa vufambisi bya xipanu,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_soccer_terminology_58,coach / head coach / trainer,afrigter / breier,umlolongi / umqeqeshi,umqeqeshi / ukhowutshi,umceceshi / umlolongi,umbanduli,mokatisi,mohlahli / morutantšhi,mokwetlisi,mugudisi,mudzaberi,noun,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_soccer_terminology_59,competition draw,kompetisieloting / kompetisietrekking,ukuqhathwa kwamaqembu,uthelekiso lwamaqela,kuchatsanisa emacembu,umenyulo / umdoso wephaliswano,kgôgô,matengwa a phadišano,lotho ya tlhodisano,madeṅwa a muṱaṱisano,mpananiso wa swipanu,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_soccer_terminology_60,Confederation of Southern African Football Associations / COSAFA,COSAFA / Sokkerverenigingskonfederasie van Suider-Afrika,i-COSAFA / uMfelandawonye Wezinhlangano Zikanobhutshuzwayo ZaseNingizimu Ne-Afrika,iCOSAFA / iMbumba yeMibutho yaMazantsi Afrika yeBhola eKhatywayo,i-COSAFA / Inhlangano Yelibhola Letinyawo e-Afrika LeseNingizimu,i-COSAFA / IHlangano yeBholo eRarhwako yamaZwe we-Afrika eseSewula,COSAFA / Mokgatlho wa Kgwele ya Dinao wa Borwa jwa Aforika,COSAFA / Lekgotlataolo la Mokgatlo wa Kgwele ya maoto ya Borwa bja Afrika,COSAFA / Mokgatlo wa Bolaodi ba Bolo Dinaheng tsa Aforika e ka Borwa,COSAFA / Ṱhanganelano ya Madzangano a Bola ya Milenzhe a Tshipembe ha Afrika,COSAFA / Nhlangano wa Bolo wa Dzonga wa Afrika,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_soccer_terminology_61,corner arc / arc of a circle,hoekboog,indawo yokubeka ikhona,indawo yokukhabela ikona,indzawo yekukhahlela ikhona / indzawo yekususa ikhona,igobela lehugu,mothalo wa sekhutlo sa lebala / mola wa sekhutlo sa lebala,mothalosekabora wa sekhutlong,lekekema la sekgutlo / huku,mutalo wa khuḓa,ndzhawu ya khona / ndzhawu ya huku,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_soccer_terminology_62,corner flag / corner flag post,hoekvlag,iduku lekhona / ifulegi lekhona,iflegi yasekoneni,umbhelebhele welikhona,iflarha lehugu,folaga ya sekhutlo,folaga ya sekhutlong,folakga ya sekgutlo / folakga ya huku,fuḽaga ya khuḓa,mujeko wa khona / mujeko wa huku,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_soccer_terminology_63,corner kick,hoekskop,ikhona,ikona,ikhona / ikhonakhikhi,ikhona / ukurarha egobeleni / ihuku,sekhutlo,khutla / sekhutlo / khona,huku / sekgutlo,khona / thaho ya khuḓa,khona / huku,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_soccer_terminology_64,counterattack,teenaanval,impindiselakuhlasela,ukuhlasela ngokuqubula,kuhlasela ngekuphundlukela,isahlelo lokuzibuyiselela,tlhaseloipusolosetso,go hlasela ka morago ga tlhaselo / tlhaselotlhaselong,ho boya sekwele / ho ya mabotsela,u ṱasela nga murahu ha u ṱaselwa,nhlaselotlheriselo,noun,,,,,,,,,,,,,,,,,,,,,
