id,eng,afr,nso,eng_pos_or_descriptor,eng_pos_or_descriptor_info,afr_pos_or_descriptor,afr_pos_or_descriptor_info,nso_pos_or_descriptor,nso_pos_or_descriptor_info
up_glossary_institutional_terminology_98,curriculum,leergang/kurrikulum,kharikhulamo,,,,,,
up_glossary_institutional_terminology_99,curriculum and instructional design and development,kurrikulum- en instruksionele ontwerp en ontwikkeling,kharikhulamo le moakanyeto wa thutiso le tsweletopele,,,,,,
up_glossary_institutional_terminology_100,curriculum mapping,kurrikulum-kartering,go dira lenaneo la kharikhulamo,,,,,,
up_glossary_institutional_terminology_101,Curriculum Transformation Conference,Konferensie oor Kurrikulumtransformasie,Khonferense ya Phetogo/Phetoso ya Lenaneothuto,at UP,,by UP,,mo UP,
up_glossary_institutional_terminology_102,curriculum vitae - curricula vitae,curriculum vitae - curricula vitae,Lengwalophelo - mangwalophelo,sing / pl,,ekv / mv,,botee,
up_glossary_institutional_terminology_103,CV,CV,Lengwalophelo,abbrev for curriculum vitae,,afk vir curriculum vitae,,,
up_glossary_institutional_terminology_104,'drastoel' race,drastoel-wedren,mokato wa 'drastoel',,,,,,
up_glossary_institutional_terminology_105,decision,besluit,sephetho,,,,,,
up_glossary_institutional_terminology_106,declaration,verklaring; aankondiging,pego/boipolelo/taodiso,,,,,,
up_glossary_institutional_terminology_107,Department of Integrated Plant and Soil Sciences,Departement Geintegreerde Plant- en Grondkunde,Kgoro ya Disaense tsa Dimela le Mabu tseo Di kopantswego,used to be Dept of Plant Science and Dept of Plant Production and Soil Science,,voorheen Dept Plantkunde en Dept Plantproduksie en Grondkunde,,yeo eb ego e le Kgoro ya Tsweletso ya Dimela le Saense ya Mabu,
up_glossary_institutional_terminology_108,Department of Museum and Arts Management,Departement Museum- en Kunstebestuur,Kgoro ya Museamo le Taolo ya Bokgabo,used to be UP Arts,,voorheen UP Kunste,,yeo e bego e le Bokgabo bja UP,
up_glossary_institutional_terminology_109,Department of Sport and Leisure Studies,Departement Sport en Vryetydstudies,Kgoro ya Dipapadi le Dithuto tsa Boiketlo,used to be Biokinetics; Sport,,voorheen Biokinetika; Sport ...,,yeo e bego e le Payokaenethiki; Dipapadi...,
up_glossary_institutional_terminology_110,deregister,'n registrasie kanselleer,go fedisa boingwadiso,,,,,,
up_glossary_institutional_terminology_111,DESA Access Control; Parking and Dispatch,DTSA Toegangsbeheer; Parkering en Versending,Taolo ya Phihlelelo ya Kgoro ya Ngwadiso le Taolo ya Baithuti;; Bophako le Thomelo,,,,,,
up_glossary_institutional_terminology_112,DESA General Enquiries Division,DTSA Afdeling Algemene Navrae,Karolo ya Dipotsiso tsa Kakareto tsa Kgoro ya Ngwadiso le Taolo ya Baithuti,,,,,,
up_glossary_institutional_terminology_113,DESA System-related Issues,DTSA Stelselverwante Kwessies,Ditaba tseo di lebanego le mekgwa tsa Kgoro ya Ngwadiso le Taolo ya Baithuti,,,,,,
up_glossary_institutional_terminology_114,designated equivalence-setting bodies,aangewese ekwivalensie-bepalende liggame,Tse di kgethilwego tsa go swana - go bea makgotla,,,,,,
up_glossary_institutional_terminology_115,DIA Evaluation Committee,DIB-evaluasiekomitee,Komiti ya Tekolo ya DIA,,,,,,
up_glossary_institutional_terminology_116,Director's Planning Forum,Direkteur se Beplanningsforum,Foramo ya Peakanyo ya Balaodibagolo,,,,,,
up_glossary_institutional_terminology_117,Disciplinary Committee,Dissiplinekomitee,Komiti ya Kgalemo,Students,,Studente,,Baithuti,
up_glossary_institutional_terminology_118,discontinue,beeindig,go se sa tswelapele,module XXX,,module XXX,,thutwana XXX,
up_glossary_institutional_terminology_119,discussion document,agendadokument,tokumente ya dipoledisano,,,,,,
up_glossary_institutional_terminology_120,dissertation,verhandeling,tesitheisene,master's,,meestersgraad,,ya mastase,
up_glossary_institutional_terminology_121,distance education,afstandsonderrig,thuto ya kgole,,,,,,
up_glossary_institutional_terminology_122,document author,dokumentouteur,mongwadi wa tokumente,,,,,,
up_glossary_institutional_terminology_123,document owner,dokumenteienaar,mong wa tokumente,,,,,,
up_glossary_institutional_terminology_124,Dr - Drs,dr - drs,Dr -Drs,abbrev for Doctor,Doctors,afk vir doktor,doktors/doktore,khutsofatso ya Ngaka,Dingaka
up_glossary_institutional_terminology_125,draping of hoods,omhang van bande,peakanyo ya mengatse ya dialoga,,,,,,
up_glossary_institutional_terminology_126,DVC - Deputy Vice-Chancellor,AVK - Adjunk-visekanselier,Motlata - Motlatsamokhanseliri,,,,,,
up_glossary_institutional_terminology_127,academic achiever,uitnemende akademiese presteerden,mokgoni wa thuto,,,,,,
up_glossary_institutional_terminology_128,Due Diligence,Omsigtigheidsondersoek,Tlhokomelo ye e setsego,,,,,,
up_glossary_institutional_terminology_129,EAP at UP,EAP at UP,EAP at UP,Employee Assistance Programme,,Werknemershulpprogram,,Lenaneo la Thuso ya Basomi,
up_glossary_institutional_terminology_130,Early Childhood Development,Vroee Kinderontwikkeling,Tswelotsopele ya ka Pela ya Ngwana,,,,,,
up_glossary_institutional_terminology_131,early childhood education,vroee kinderonderwys,thuto ya ka pela ya ngwana,,,,,,
up_glossary_institutional_terminology_132,Education,Opvoedkunde,Thuto,,,,,,
up_glossary_institutional_terminology_133,education,opvoeding,thuto,informal,,,,ya go se be ya semolao,
up_glossary_institutional_terminology_134,education,opvoedkunde,thuto,theory of,,,,teori ya,
up_glossary_institutional_terminology_135,education innovation,onderriginnovasie,kaonafatso/mpshafatso/t3weletsopele/Tlhabollo ya thuto,,,,,,
up_glossary_institutional_terminology_136,education management and policy studies,onderwysbestuur en -beleidstudie,taolo ya thuto le dithuto tsa pholisi,,,,,,
up_glossary_institutional_terminology_137,education professional,professionele opvoedkundige,seithutedi sa thuto/setsebi sa thuto,,,,,,
up_glossary_institutional_terminology_138,educational psychology,opvoedkundige sielkunde,saekholoti ya thuto,,,,,,
up_glossary_institutional_terminology_139,elementary achievement,elementu00eare prestasie,bokgoni bja mathomo,,,,,,
up_glossary_institutional_terminology_140,Endorsement,endossement,Tumelelo,,,,,,
up_glossary_institutional_terminology_141,enrol; enrolment; but enrolled; enroller; enrolling,inskryf,ngwadia; ngwadiso; eupu00e3a: ngwadisitse; mongwadisi; go ngwadia,,,,,,
up_glossary_institutional_terminology_142,Enrolment Management Unit,Eenheid vir Inskrywingsbestuur,Lekala la Taolo ya Ngwadio,,,,,,
up_glossary_institutional_terminology_143,entrance requirements,toelatingsvereistes,Dinyakwa tsa go tsena,,,,,,
up_glossary_institutional_terminology_144,Ethics Committee,Etiekkomitee,Komiti ya Maitshwaro,,,,,,
up_glossary_institutional_terminology_145,evaluation certificate,evaluasiesertifikaat,setifikeiti sa tekolo,,,,,,
up_glossary_institutional_terminology_146,examination answer script,eksamenantwoordstel,matlakala a dikarabo a ditlhahlobo,,,,,,
up_glossary_institutional_terminology_147,examination commission,eksamenkommissie,khomiene ya ditlhahlobo,,,,,,
up_glossary_institutional_terminology_148,examination copy,eksamineringseksemplaar,kopi ya ditlhahlobo,,,,,,
up_glossary_institutional_terminology_149,examiner - examiners,eksaminator- eksaminatore/eksaminators,mohlahlobi - bahlahlobi,sing / pl,,ekv / mv,,botee / bontshi,
up_glossary_institutional_terminology_150,exceptional achievement,uitsonderlike prestasie,bokgoni bja go ikgetha,,,,,,
up_glossary_institutional_terminology_151,Executive Committee,Uitvoerende Komitee,Komitiphethisi,,,,,,
up_glossary_institutional_terminology_152,Executive Quality Oversight Committee,Uitvoerende Komitee vin Kwaliteitstoesig,Komiti ya Taolo ya Bolengphethisi,,,,,,
up_glossary_institutional_terminology_153,Exceptional Academic Achievers Award,Toekenning vir Uitnemende Akademiese Presteerders,Sefoka sa Basomedi ba Thuto bao ba Atlegilego Kudu,,,,,,
up_glossary_institutional_terminology_154,Exemption,vrystelling,tokollo,,,,,,
up_glossary_institutional_terminology_155,Exemption Certificate,Vrystellingsertifikaat,Setifikeiti sa Tokollo,,,,,,
up_glossary_institutional_terminology_156,extraordinary examination,buitengewone eksamen,tlhahlobo ya go ikgetha,,,,,,
up_glossary_institutional_terminology_157,extraordinary professor,buitengewone professor,profesa ya go ikgetha,professor extraordinaire,,professor extraordinaire,,professor extraordinaire,
up_glossary_institutional_terminology_158,Faculty Administration,Fakulteitsadministrasie,Taolo ya Lefapha,,,,,,
up_glossary_institutional_terminology_159,Faculty Boards,Fakulteitsrade,Diboto tsa Lefapha,,,,,,
up_glossary_institutional_terminology_160,Faculty Plan and Agreement,Fakulteitsplan en -ooreenkoms,Ditumelelano le Dipeakanyo/Dithulaganyo tsa Lefapha,,,,,,
up_glossary_institutional_terminology_161,feedback,terugvoering,karabo,may include perusal,,snw / mag insae insluit,,e ka akareta tekolo,
up_glossary_institutional_terminology_162,fellow/ fellow,studiegenoot,modirisani/modirisani wa dinyakisito,,,,,,
up_glossary_institutional_terminology_163,field of study,studierigting,karolo ya thuto,,,,,,
up_glossary_institutional_terminology_164,final-year school certificate,finalejaarskoolsertifikaat,setifikeiti sa ngwaga wa mafelelo wa sekolo,,,,,,
up_glossary_institutional_terminology_165,final-year student,finalejaarstudent,moithuti wa ngwaga wa mafelelo,,,,,,
up_glossary_institutional_terminology_166,first-semester subjects,eerstesemestervakke,dithutwana tsa kgweditshela ya mathomo,,,,,,
up_glossary_institutional_terminology_167,first-year student,eerstejaarstudent,moithuti wa ngwaga wa mathomo,,,,,,
up_glossary_institutional_terminology_168,Fitness Friday,FiksheidsVrydag,Labohlano la Maphelo,,,,,,
up_glossary_institutional_terminology_169,FLY@UP project,FLY@UP-projek,Protseke ya FLY@UP,,,,,,
up_glossary_institutional_terminology_170,FNB Varsity Cup,FNB-Varsitybeker,Sebjana sa Yunibesithi sa FNB,,,,,,
up_glossary_institutional_terminology_171,Forfeit,verbeur,lahlegelwa,,,,,,
up_glossary_institutional_terminology_172,foundation module,grondslagmodule,thutwana ya mo,,,,,,
up_glossary_institutional_terminology_173,Framework,raamwerk,Tlhako,,,,,,
up_glossary_institutional_terminology_174,front page,voorblad,letlakala la ka pele,,,,,,
up_glossary_institutional_terminology_175,Full or Foreign/Immigrant Conditional Exemption Certificate,Algehele of Vreemde/Immigrante Voorwaardelike Vrystellingsertifikaat,Setifikeiti sa Tokollo sa Peelano sa Bafaladi/Ba go tlala goba Ba ka ntle,,,,,,
up_glossary_institutional_terminology_176,full-time studies,voltydse studie,Dithuto tsa botlalo,,,,,,
up_glossary_institutional_terminology_177,Gauteng Football Cup,Gauteng-sokkertrofee,Sebjana sa Kgwele ya Maoto sa Gauteng,,,,,,
up_glossary_institutional_terminology_178,general alteration,algemene wysiging,phetoso ya kakareto,,,,,,
up_glossary_institutional_terminology_179,Genomics Research Institute,Instituut vir Genomikanavorsing,Institute ye Dinyakisito tsa Ditsenomiki,,,,,,
up_glossary_institutional_terminology_180,Glaskas,Glaskas,Glaskas,name of building,,gebounaam,,leina la moago,
up_glossary_institutional_terminology_181,Gown,toga,seaparo sa dialoga,,,,,,
up_glossary_institutional_terminology_182,Grade 12 examination,Graad 12-eksamen,Ditlhahlobo tsa Kreiti ya 12,,,,,,
up_glossary_institutional_terminology_183,graduanda,graduanda,graduanda,feminine; singular,,vroulik; enkelvoud,,bosadi; botee,
up_glossary_institutional_terminology_184,graduandi,graduandi,graduandi,masc + fem; plural,,manlik + vroulik; meervoud,,bonna + bosadi; bontsi,
up_glossary_institutional_terminology_185,graduandus,graduandus,graduandus,masculine; singular,,manlike; meervoud,,bonna; botee,
up_glossary_institutional_terminology_186,graduate - graduates,graduandus - graduandi ; look diplomakandidaat - diplomakandidate,Sealoga - dialoga,sing / pl,,ekv / mv / ekv / mv,,botee / bontsi,
up_glossary_institutional_terminology_187,graduation ceremony,gradeplegtigheid,moletlo wa dialoga,,,,,,
up_glossary_institutional_terminology_188,Grant Management,Bestuur van Skenkings,Taolo Thekgo ya Ditshelete,,,,,,
up_glossary_institutional_terminology_189,Head: Student Administration,Hoof: Studenteadministrasie,Hlogo: Taolo ya Baithuti,,,,,,
up_glossary_institutional_terminology_190,heads of department,departementshoofde,dihlogo tsa mafapha,,,,,,
up_glossary_institutional_terminology_191,higher education,hou00ebr onderwys,thuto ya godimo,,,,,,
up_glossary_institutional_terminology_192,higher education institution,hoeronderwysinstelling,institute ya thuto ya godimo,,,,,,
up_glossary_institutional_terminology_193,Higher Education Qualifications Framework,Hoeronderwyskwalifikasieraamwerk,Tlhako ya Dithuto tsa Thuto ya Godimo,HEQF,,,,,
up_glossary_institutional_terminology_194,Higher Education Quality Committee,Hoeronderwyskwaliteitskomitee,Komiti ya Boleng ya Thuto ya Godimo,HEQC,,,,,
up_glossary_institutional_terminology_195,Higher Education South Africa obsolete - now Universities South Africa,Hou00ebr Onderwys Suid-Afrika - verouderd. Nou Universiteite Suid-Afrika,Thuto ya Godimo ya Afrika Borwa - ya kgale . gonabjale ke Diyunibesithi tsa Afrika Borwa,HESA,,,,,
up_glossary_institutional_terminology_196,Higher Grade,Hoergraad,Kreiti ya Godimo,,,,,,
up_glossary_institutional_terminology_197,honorary degree,eregraad,tikrii ya tlhompho,,,,,,
up_glossary_institutional_terminology_198,honorary doctorate,eredoktorsgraad,tikrii ya bongaka ya tlhompho,,,,,,
up_glossary_institutional_terminology_199,honorary professor,ereprofessor,profesa ya tlhompho,,,,,,
up_glossary_institutional_terminology_200,honoris causa,honoris causa,honoris causa,h.c. / always lower case,,h.c. / altyd kleinletters,,h.c / e dula e le ditlhaka tse di nnyane,
up_glossary_institutional_terminology_201,honours degree/examination,honneursgraad/honneurseksamen,Tikrii ya onase/tlhahlobo,,,,,,
up_glossary_institutional_terminology_202,honours student,honneursstudent,baithuti ba onase,,,,,,
up_glossary_institutional_terminology_203,Hood,skouerband,mongatse wa dialoga,,,,,,
up_glossary_institutional_terminology_204,HR Management,MH-bestuur,Taolo ya Methopo ya Batho,,,,,,
up_glossary_institutional_terminology_205,human capital,mensekapitaal,matlotlo a batho,,,,,,
up_glossary_institutional_terminology_206,Human Resources Committee,Menslikehulpbronkomitee,Komiti ya Methopo ya Batho,,,,,,
up_glossary_institutional_terminology_207,human sciences,mensewetenskappe,disaense tsa batho,,,,,,
up_glossary_institutional_terminology_208,humanities education,geesteswetenskaplike opvoedkunde,thuto ya bomotho,,,,,,
up_glossary_institutional_terminology_209,ID number,ID-nommer,Nomoro ya Boitsebiso,,,,,,
up_glossary_institutional_terminology_210,Indemnity,vrywaring,tefo,,,,,,
up_glossary_institutional_terminology_211,induction programme,bekendstellingsprogram,lenaneo la tsebiso,,,,,,
